Jahr;Monat;Jahr und Monat;Geschlecht;Altersgruppe;Anzahl Verstorbene;Mittlere Bevölkerung;Rohe Sterbeziffer pro 1000 Einwohner;Erwartete Anzahl Verstorbene;Mittlere Referenzbevölkerung;Standardisierte Sterberate
2025;2;2025-02-01;Frauen;85-89;14;2734;5.122;15;3009;5.122
2025;3;2025-03-01;Frauen;85-89;20;2745;7.286;22;3009;7.286
2012;6;2012-06-01;Frauen;90-94;16;1446;11.069;16;1411;11.069
2012;7;2012-07-01;Frauen;90-94;13;1461;8.898;13;1411;8.898
2012;9;2012-09-01;Frauen;90-94;20;1478;13.532;19;1411;13.532
2012;10;2012-10-01;Frauen;90-94;28;1477;18.957;27;1411;18.957
2012;11;2012-11-01;Frauen;90-94;23;1477;15.572;22;1411;15.572
2013;1;2013-01-01;Frauen;90-94;16;1499;10.677;15;1411;10.677
2013;2;2013-02-01;Frauen;90-94;17;1507;11.281;16;1411;11.281
2013;3;2013-03-01;Frauen;90-94;26;1512;17.201;24;1411;17.201
2013;5;2013-05-01;Frauen;90-94;22;1524;14.436;20;1411;14.436
2014;3;2014-03-01;Frauen;90-94;21;1561;13.457;19;1411;13.457
2014;6;2014-06-01;Frauen;90-94;22;1603;13.729;19;1411;13.729
2014;7;2014-07-01;Frauen;90-94;20;1612;12.407;18;1411;12.407
2014;9;2014-09-01;Frauen;90-94;27;1637;16.494;23;1411;16.494
2014;10;2014-10-01;Frauen;90-94;23;1642;14.012;20;1411;14.012
2015;4;2015-04-01;Frauen;90-94;24;1632;14.71;21;1411;14.71
2015;6;2015-06-01;Frauen;90-94;23;1646;13.973;20;1411;13.973
2015;10;2015-10-01;Frauen;90-94;19;1646;11.543;16;1411;11.543
2015;11;2015-11-01;Frauen;90-94;12;1640;7.319;10;1411;7.319
2016;2;2016-02-01;Frauen;90-94;19;1639;11.596;16;1411;11.596
2016;3;2016-03-01;Frauen;90-94;28;1636;17.115;24;1411;17.115
2016;4;2016-04-01;Frauen;90-94;25;1627;15.37;22;1411;15.37
2016;6;2016-06-01;Frauen;90-94;17;1613;10.543;15;1411;10.543
2016;8;2016-08-01;Frauen;90-94;22;1616;13.614;19;1411;13.614
2016;11;2016-11-01;Frauen;90-94;29;1629;17.808;25;1411;17.808
2017;1;2017-01-01;Frauen;90-94;29;1610;18.012;25;1411;18.012
2017;3;2017-03-01;Frauen;90-94;35;1601;21.868;31;1411;21.868
2017;4;2017-04-01;Frauen;90-94;16;1602;9.988;14;1411;9.988
2017;9;2017-09-01;Frauen;90-94;22;1615;13.627;19;1411;13.627
2017;11;2017-11-01;Frauen;90-94;24;1613;14.879;21;1411;14.879
2017;12;2017-12-01;Frauen;90-94;21;1615;13.003;18;1411;13.003
2018;2;2018-02-01;Frauen;90-94;21;1623;12.939;18;1411;12.939
2018;4;2018-04-01;Frauen;90-94;20;1615;12.384;17;1411;12.384
2018;6;2018-06-01;Frauen;90-94;18;1632;11.029;16;1411;11.029
2018;7;2018-07-01;Frauen;90-94;24;1638;14.652;21;1411;14.652
2018;8;2018-08-01;Frauen;90-94;21;1643;12.785;18;1411;12.785
2018;10;2018-10-01;Frauen;90-94;19;1649;11.526;16;1411;11.526
2019;2;2019-02-01;Frauen;90-94;22;1634;13.464;19;1411;13.464
2019;3;2019-03-01;Frauen;90-94;21;1647;12.75;18;1411;12.75
2019;6;2019-06-01;Frauen;90-94;18;1661;10.84;15;1411;10.84
2019;7;2019-07-01;Frauen;90-94;19;1654;11.487;16;1411;11.487
2019;11;2019-11-01;Frauen;90-94;22;1654;13.305;19;1411;13.305
2019;12;2019-12-01;Frauen;90-94;24;1648;14.568;21;1411;14.568
2020;5;2020-05-01;Frauen;90-94;15;1627;9.219;13;1411;9.219
2020;7;2020-07-01;Frauen;90-94;22;1629;13.505;19;1411;13.505
2020;12;2020-12-01;Frauen;90-94;38;1621;23.45;33;1411;23.45
2021;2;2021-02-01;Frauen;90-94;23;1606;14.326;20;1411;14.326
2021;5;2021-05-01;Frauen;90-94;16;1626;9.84;14;1411;9.84
2021;7;2021-07-01;Frauen;90-94;23;1639;14.033;20;1411;14.033
2021;11;2021-11-01;Frauen;90-94;27;1634;16.529;23;1411;16.529
2021;12;2021-12-01;Frauen;90-94;27;1624;16.626;23;1411;16.626
2022;2;2022-02-01;Frauen;90-94;19;1625;11.696;16;1411;11.696
2022;5;2022-05-01;Frauen;90-94;24;1638;14.656;21;1411;14.656
2022;7;2022-07-01;Frauen;90-94;23;1634;14.076;20;1411;14.076
2022;11;2022-11-01;Frauen;90-94;21;1624;12.931;18;1411;12.931
2023;1;2023-01-01;Frauen;90-94;28;1616;17.327;24;1411;17.327
2023;8;2023-08-01;Frauen;90-94;25;1566;15.964;23;1411;15.964
2023;11;2023-11-01;Frauen;90-94;25;1573;15.898;22;1411;15.898
2023;12;2023-12-01;Frauen;90-94;26;1563;16.64;23;1411;16.64
2024;3;2024-03-01;Frauen;90-94;31;1545;20.065;28;1411;20.065
2024;5;2024-05-01;Frauen;90-94;27;1540;17.532;25;1411;17.532
2024;6;2024-06-01;Frauen;90-94;12;1539;7.8;11;1411;7.8
2024;7;2024-07-01;Frauen;90-94;11;1552;7.088;10;1411;7.088
2024;8;2024-08-01;Frauen;90-94;22;1565;14.062;20;1411;14.062
2024;9;2024-09-01;Frauen;90-94;17;1571;10.821;15;1411;10.821
2024;10;2024-10-01;Frauen;90-94;19;1575;12.063;17;1411;12.063
2024;12;2024-12-01;Frauen;90-94;28;1574;17.789;25;1411;17.789
2025;3;2025-03-01;Frauen;90-94;30;1539;19.493;27;1411;19.493
2025;8;2025-08-01;Frauen;90-94;19;1561;12.172;17;1411;12.172
2025;9;2025-09-01;Frauen;90-94;14;1569;8.923;13;1411;8.923
2012;2;2012-02-01;Frauen;95-99;10;447;22.371;10;451;22.371
2012;5;2012-05-01;Frauen;95-99;13;441;29.512;13;451;29.512
2012;7;2012-07-01;Frauen;95-99;8;428;18.692;8;451;18.692
2012;8;2012-08-01;Frauen;95-99;14;427;32.825;15;451;32.825
2012;9;2012-09-01;Frauen;95-99;9;424;21.226;10;451;21.226
2012;10;2012-10-01;Frauen;95-99;12;422;28.436;13;451;28.436
2012;11;2012-11-01;Frauen;95-99;9;418;21.557;10;451;21.557
2013;3;2013-03-01;Frauen;95-99;16;400;40.05;18;451;40.05
2013;10;2013-10-01;Frauen;95-99;7;385;18.182;8;451;18.182
2013;12;2013-12-01;Frauen;95-99;5;388;12.903;6;451;12.903
2014;1;2014-01-01;Frauen;95-99;9;391;23.047;10;451;23.047
2014;2;2014-02-01;Frauen;95-99;11;385;28.609;13;451;28.609
2014;4;2014-04-01;Frauen;95-99;13;374;34.759;16;451;34.759
2014;9;2014-09-01;Frauen;95-99;10;368;27.211;12;451;27.211
2014;12;2014-12-01;Frauen;95-99;7;377;18.592;8;451;18.592
2015;1;2015-01-01;Frauen;95-99;16;380;42.161;19;451;42.161
2015;2;2015-02-01;Frauen;95-99;8;379;21.108;10;451;21.108
2015;9;2015-09-01;Frauen;95-99;3;391;7.673;3;451;7.673
2015;11;2015-11-01;Frauen;95-99;11;397;27.743;12;451;27.743
2016;3;2016-03-01;Frauen;95-99;8;403;19.876;9;451;19.876
2016;6;2016-06-01;Frauen;95-99;7;436;16.073;7;451;16.073
2016;7;2016-07-01;Frauen;95-99;11;444;24.775;11;451;24.775
2016;10;2016-10-01;Frauen;95-99;8;449;17.837;8;451;17.837
2017;2;2017-02-01;Frauen;95-99;10;448;22.321;10;451;22.321
2017;4;2017-04-01;Frauen;95-99;13;443;29.379;13;451;29.379
2017;5;2017-05-01;Frauen;95-99;11;443;24.859;11;451;24.859
2017;11;2017-11-01;Frauen;95-99;10;474;21.097;10;451;21.097
2018;3;2018-03-01;Frauen;95-99;20;471;42.508;19;451;42.508
2018;4;2018-04-01;Frauen;95-99;11;471;23.379;11;451;23.379
2018;7;2018-07-01;Frauen;95-99;8;488;16.393;7;451;16.393
2018;8;2018-08-01;Frauen;95-99;20;491;40.775;18;451;40.775
2018;11;2018-11-01;Frauen;95-99;10;486;20.597;9;451;20.597
2019;1;2019-01-01;Frauen;95-99;12;494;24.291;11;451;24.291
2019;7;2019-07-01;Frauen;95-99;16;526;30.447;14;451;30.447
2019;9;2019-09-01;Frauen;95-99;14;516;27.158;12;451;27.158
2019;11;2019-11-01;Frauen;95-99;10;515;19.417;9;451;19.417
2020;1;2020-01-01;Frauen;95-99;17;515;33.042;15;451;33.042
2020;3;2020-03-01;Frauen;95-99;12;509;23.576;11;451;23.576
2021;2;2021-02-01;Frauen;95-99;20;486;41.152;19;451;41.152
2021;6;2021-06-01;Frauen;95-99;9;494;18.219;8;451;18.219
2021;9;2021-09-01;Frauen;95-99;17;482;35.306;16;451;35.306
2021;11;2021-11-01;Frauen;95-99;16;483;33.126;15;451;33.126
2021;12;2021-12-01;Frauen;95-99;14;486;28.807;13;451;28.807
2022;4;2022-04-01;Frauen;95-99;9;472;19.088;9;451;19.088
2022;6;2022-06-01;Frauen;95-99;10;484;20.661;9;451;20.661
2023;3;2023-03-01;Frauen;95-99;12;499;24.072;11;451;24.072
2023;4;2023-04-01;Frauen;95-99;17;503;33.797;15;451;33.797
2023;6;2023-06-01;Frauen;95-99;14;507;27.613;12;451;27.613
2023;8;2023-08-01;Frauen;95-99;7;515;13.605;6;451;13.605
2023;10;2023-10-01;Frauen;95-99;15;515;29.155;13;451;29.155
2023;12;2023-12-01;Frauen;95-99;13;514;25.292;11;451;25.292
2024;2;2024-02-01;Frauen;95-99;17;516;32.978;15;451;32.978
2024;8;2024-08-01;Frauen;95-99;16;525;30.476;14;451;30.476
2024;10;2024-10-01;Frauen;95-99;19;517;36.75;17;451;36.75
2024;12;2024-12-01;Frauen;95-99;11;510;21.59;10;451;21.59
2025;1;2025-01-01;Frauen;95-99;20;509;39.331;18;451;39.331
2025;2;2025-02-01;Frauen;95-99;13;508;25.616;12;451;25.616
2025;8;2025-08-01;Frauen;95-99;5;522;9.579;4;451;9.579
2025;9;2025-09-01;Frauen;95-99;10;529;18.904;9;451;18.904
2012;1;2012-01-01;Frauen;Alle;96;100028;0.96;96;100028;0.96
2012;4;2012-04-01;Frauen;Alle;95;100285;0.947;95;100028;0.949
2012;9;2012-09-01;Frauen;Alle;89;100532;0.885;88;100028;0.881
2012;11;2012-11-01;Frauen;Alle;90;100756;0.893;90;100028;0.896
2013;1;2013-01-01;Frauen;Alle;107;100728;1.062;107;100028;1.066
2013;3;2013-03-01;Frauen;Alle;109;100939;1.08;109;100028;1.094
2013;4;2013-04-01;Frauen;Alle;106;100992;1.05;105;100028;1.051
2013;5;2013-05-01;Frauen;Alle;76;101035;0.752;75;100028;0.748
2013;7;2013-07-01;Frauen;Alle;98;101161;0.969;98;100028;0.979
2013;8;2013-08-01;Frauen;Alle;89;101269;0.879;88;100028;0.883
2013;12;2013-12-01;Frauen;Alle;104;101511;1.025;102;100028;1.02
2014;1;2014-01-01;Frauen;Alle;124;101536;1.221;122;100028;1.224
2014;4;2014-04-01;Frauen;Alle;91;101704;0.895;91;100028;0.914
2014;5;2014-05-01;Frauen;Alle;85;101769;0.835;85;100028;0.847
2014;6;2014-06-01;Frauen;Alle;96;101826;0.943;94;100028;0.939
2014;7;2014-07-01;Frauen;Alle;108;101785;1.061;107;100028;1.073
2014;9;2014-09-01;Frauen;Alle;98;101855;0.962;96;100028;0.961
2015;1;2015-01-01;Frauen;Alle;115;101992;1.128;115;100028;1.146
2015;2;2015-02-01;Frauen;Alle;136;102031;1.333;135;100028;1.349
2015;4;2015-04-01;Frauen;Alle;93;102123;0.911;92;100028;0.918
2015;8;2015-08-01;Frauen;Alle;103;102070;1.009;103;100028;1.03
2015;10;2015-10-01;Frauen;Alle;82;102362;0.801;82;100028;0.822
2016;3;2016-03-01;Frauen;Alle;99;102282;0.968;97;100028;0.972
2016;9;2016-09-01;Frauen;Alle;88;102541;0.858;87;100028;0.865
2017;5;2017-05-01;Frauen;Alle;96;102689;0.935;94;100028;0.943
2017;6;2017-06-01;Frauen;Alle;96;102648;0.935;95;100028;0.947
2017;9;2017-09-01;Frauen;Alle;97;102775;0.944;95;100028;0.952
2018;1;2018-01-01;Frauen;Alle;121;102986;1.175;116;100028;1.164
2018;2;2018-02-01;Frauen;Alle;87;103105;0.844;84;100028;0.844
2018;3;2018-03-01;Frauen;Alle;135;103221;1.308;132;100028;1.317
2018;4;2018-04-01;Frauen;Alle;95;103250;0.92;94;100028;0.943
2018;9;2018-09-01;Frauen;Alle;77;103379;0.745;76;100028;0.758
2018;11;2018-11-01;Frauen;Alle;95;103653;0.917;93;100028;0.931
2019;1;2019-01-01;Frauen;Alle;108;103474;1.044;106;100028;1.062
2019;2;2019-02-01;Frauen;Alle;101;103426;0.977;100;100028;0.995
2019;8;2019-08-01;Frauen;Alle;89;103341;0.861;85;100028;0.851
2019;10;2019-10-01;Frauen;Alle;93;103460;0.899;91;100028;0.906
2019;11;2019-11-01;Frauen;Alle;89;103432;0.86;88;100028;0.877
2019;12;2019-12-01;Frauen;Alle;108;103411;1.044;106;100028;1.06
2020;4;2020-04-01;Frauen;Alle;105;103933;1.01;105;100028;1.049
2020;5;2020-05-01;Frauen;Alle;72;103919;0.693;71;100028;0.713
2020;11;2020-11-01;Frauen;Alle;90;104120;0.864;89;100028;0.891
2021;4;2021-04-01;Frauen;Alle;75;103930;0.722;74;100028;0.735
2021;5;2021-05-01;Frauen;Alle;85;103866;0.818;85;100028;0.853
2021;6;2021-06-01;Frauen;Alle;90;103687;0.868;89;100028;0.886
2021;7;2021-07-01;Frauen;Alle;80;103467;0.773;78;100028;0.783
2021;11;2021-11-01;Frauen;Alle;101;103753;0.973;99;100028;0.991
2021;12;2021-12-01;Frauen;Alle;124;103866;1.194;125;100028;1.251
2022;2;2022-02-01;Frauen;Alle;91;103904;0.876;92;100028;0.919
2022;7;2022-07-01;Frauen;Alle;86;105105;0.818;85;100028;0.851
2022;8;2022-08-01;Frauen;Alle;107;105013;1.019;107;100028;1.067
2022;9;2022-09-01;Frauen;Alle;94;105137;0.894;94;100028;0.938
2022;12;2022-12-01;Frauen;Alle;126;105407;1.195;125;100028;1.253
2023;3;2023-03-01;Frauen;Alle;85;105653;0.805;85;100028;0.848
2023;4;2023-04-01;Frauen;Alle;95;105758;0.898;93;100028;0.931
2023;7;2023-07-01;Frauen;Alle;88;105825;0.832;86;100028;0.858
2023;10;2023-10-01;Frauen;Alle;97;106097;0.914;96;100028;0.96
2024;1;2024-01-01;Frauen;Alle;89;106071;0.839;91;100028;0.907
2024;5;2024-05-01;Frauen;Alle;100;106345;0.94;100;100028;1.004
2024;7;2024-07-01;Frauen;Alle;91;106233;0.857;91;100028;0.91
2024;9;2024-09-01;Frauen;Alle;104;106212;0.979;104;100028;1.039
2025;2;2025-02-01;Frauen;Alle;86;106705;0.806;87;100028;0.866
2025;6;2025-06-01;Frauen;Alle;83;107053;0.775;83;100028;0.828
2025;9;2025-09-01;Frauen;Alle;68;107397;0.633;67;100028;0.665
2025;10;2025-10-01;Frauen;Alle;92;107734;0.854;90;100028;0.902
2012;2;2012-02-01;Alle;0-4;1;8509;0.118;1;8484;0.118
2012;5;2012-05-01;Alle;0-4;;8642;0.0;0;8484;0.0
2013;1;2013-01-01;Alle;0-4;;8790;0.0;0;8484;0.0
2013;2;2013-02-01;Alle;0-4;;8817;0.0;0;8484;0.0
2013;4;2013-04-01;Alle;0-4;;8899;0.0;0;8484;0.0
2013;5;2013-05-01;Alle;0-4;;8937;0.0;0;8484;0.0
2013;6;2013-06-01;Alle;0-4;2;8980;0.223;2;8484;0.223
2013;8;2013-08-01;Alle;0-4;1;9004;0.111;1;8484;0.111
2014;3;2014-03-01;Alle;0-4;1;9131;0.11;1;8484;0.11
2014;4;2014-04-01;Alle;0-4;;9155;0.0;0;8484;0.0
2014;6;2014-06-01;Alle;0-4;2;9149;0.219;2;8484;0.219
2015;5;2015-05-01;Alle;0-4;1;9244;0.108;1;8484;0.108
2015;7;2015-07-01;Alle;0-4;1;9245;0.108;1;8484;0.108
2015;9;2015-09-01;Alle;0-4;1;9197;0.109;1;8484;0.109
2015;11;2015-11-01;Alle;0-4;;9224;0.0;0;8484;0.0
2016;1;2016-01-01;Alle;0-4;;9227;0.0;0;8484;0.0
2016;10;2016-10-01;Alle;0-4;1;9332;0.107;1;8484;0.107
2016;11;2016-11-01;Alle;0-4;;9324;0.0;0;8484;0.0
2017;1;2017-01-01;Alle;0-4;;9323;0.0;0;8484;0.0
2017;2;2017-02-01;Alle;0-4;;9321;0.0;0;8484;0.0
2017;3;2017-03-01;Alle;0-4;;9311;0.0;0;8484;0.0
2017;5;2017-05-01;Alle;0-4;;9272;0.0;0;8484;0.0
2017;8;2017-08-01;Alle;0-4;;9331;0.0;0;8484;0.0
2017;12;2017-12-01;Alle;0-4;;9442;0.0;0;8484;0.0
2018;3;2018-03-01;Alle;0-4;;9457;0.0;0;8484;0.0
2018;4;2018-04-01;Alle;0-4;1;9494;0.105;1;8484;0.105
2018;6;2018-06-01;Alle;0-4;;9440;0.0;0;8484;0.0
2018;8;2018-08-01;Alle;0-4;;9459;0.0;0;8484;0.0
2018;9;2018-09-01;Alle;0-4;;9468;0.0;0;8484;0.0
2019;3;2019-03-01;Alle;0-4;;9659;0.0;0;8484;0.0
2019;4;2019-04-01;Alle;0-4;;9673;0.0;0;8484;0.0
2019;9;2019-09-01;Alle;0-4;;9544;0.0;0;8484;0.0
2019;12;2019-12-01;Alle;0-4;1;9474;0.106;1;8484;0.106
2020;3;2020-03-01;Alle;0-4;2;9557;0.209;2;8484;0.209
2020;4;2020-04-01;Alle;0-4;1;9578;0.104;1;8484;0.104
2020;6;2020-06-01;Alle;0-4;;9552;0.0;0;8484;0.0
2020;8;2020-08-01;Alle;0-4;;9558;0.0;0;8484;0.0
2020;10;2020-10-01;Alle;0-4;;9493;0.0;0;8484;0.0
2020;11;2020-11-01;Alle;0-4;1;9455;0.106;1;8484;0.106
2021;1;2021-01-01;Alle;0-4;1;9431;0.106;1;8484;0.106
2021;4;2021-04-01;Alle;0-4;1;9456;0.106;1;8484;0.106
2021;7;2021-07-01;Alle;0-4;;9376;0.0;0;8484;0.0
2021;9;2021-09-01;Alle;0-4;;9362;0.0;0;8484;0.0
2022;2;2022-02-01;Alle;0-4;;9369;0.0;0;8484;0.0
2022;7;2022-07-01;Alle;0-4;4;9362;0.427;4;8484;0.427
2022;8;2022-08-01;Alle;0-4;1;9259;0.108;1;8484;0.108
2022;9;2022-09-01;Alle;0-4;1;9210;0.109;1;8484;0.109
2022;10;2022-10-01;Alle;0-4;;9215;0.0;0;8484;0.0
2022;11;2022-11-01;Alle;0-4;1;9222;0.108;1;8484;0.108
2023;8;2023-08-01;Alle;0-4;1;9240;0.108;1;8484;0.108
2023;9;2023-09-01;Alle;0-4;;9204;0.0;0;8484;0.0
2023;10;2023-10-01;Alle;0-4;;9182;0.0;0;8484;0.0
2024;3;2024-03-01;Alle;0-4;;9168;0.0;0;8484;0.0
2024;5;2024-05-01;Alle;0-4;;9215;0.0;0;8484;0.0
2025;3;2025-03-01;Alle;0-4;;9137;0.0;0;8484;0.0
2025;9;2025-09-01;Alle;0-4;1;9147;0.109;1;8484;0.109
2012;5;2012-05-01;Alle;10-14;;7211;0.0;0;7185;0.0
2012;12;2012-12-01;Alle;10-14;;7226;0.0;0;7185;0.0
2013;2;2013-02-01;Alle;10-14;;7217;0.0;0;7185;0.0
2013;3;2013-03-01;Alle;10-14;1;7192;0.139;1;7185;0.139
2013;4;2013-04-01;Alle;10-14;;7178;0.0;0;7185;0.0
2013;6;2013-06-01;Alle;10-14;;7191;0.0;0;7185;0.0
2013;7;2013-07-01;Alle;10-14;;7213;0.0;0;7185;0.0
2013;11;2013-11-01;Alle;10-14;;7230;0.0;0;7185;0.0
2014;1;2014-01-01;Alle;10-14;;7222;0.0;0;7185;0.0
2014;7;2014-07-01;Alle;10-14;;7184;0.0;0;7185;0.0
2014;11;2014-11-01;Alle;10-14;;7247;0.0;0;7185;0.0
2014;12;2014-12-01;Alle;10-14;;7246;0.0;0;7185;0.0
2015;4;2015-04-01;Alle;10-14;;7200;0.0;0;7185;0.0
2015;8;2015-08-01;Alle;10-14;;7257;0.0;0;7185;0.0
2015;10;2015-10-01;Alle;10-14;;7309;0.0;0;7185;0.0
2016;3;2016-03-01;Alle;10-14;;7282;0.0;0;7185;0.0
2016;5;2016-05-01;Alle;10-14;;7269;0.0;0;7185;0.0
2016;7;2016-07-01;Alle;10-14;1;7299;0.137;1;7185;0.137
2016;8;2016-08-01;Alle;10-14;;7335;0.0;0;7185;0.0
2016;11;2016-11-01;Alle;10-14;;7370;0.0;0;7185;0.0
2017;1;2017-01-01;Alle;10-14;;7392;0.0;0;7185;0.0
2017;5;2017-05-01;Alle;10-14;;7388;0.0;0;7185;0.0
2018;1;2018-01-01;Alle;10-14;;7535;0.0;0;7185;0.0
2018;3;2018-03-01;Alle;10-14;;7583;0.0;0;7185;0.0
2018;5;2018-05-01;Alle;10-14;;7597;0.0;0;7185;0.0
2018;6;2018-06-01;Alle;10-14;;7626;0.0;0;7185;0.0
2018;8;2018-08-01;Alle;10-14;;7709;0.0;0;7185;0.0
2018;12;2018-12-01;Alle;10-14;;7755;0.0;0;7185;0.0
2019;3;2019-03-01;Alle;10-14;;7782;0.0;0;7185;0.0
2020;2;2020-02-01;Alle;10-14;;7895;0.0;0;7185;0.0
2020;8;2020-08-01;Alle;10-14;;7949;0.0;0;7185;0.0
2020;10;2020-10-01;Alle;10-14;;8032;0.0;0;7185;0.0
2021;4;2021-04-01;Alle;10-14;;8157;0.0;0;7185;0.0
2021;6;2021-06-01;Alle;10-14;;8171;0.0;0;7185;0.0
2021;7;2021-07-01;Alle;10-14;;8185;0.0;0;7185;0.0
2021;8;2021-08-01;Alle;10-14;;8189;0.0;0;7185;0.0
2021;12;2021-12-01;Alle;10-14;;8230;0.0;0;7185;0.0
2023;4;2023-04-01;Alle;10-14;;8702;0.0;0;7185;0.0
2024;2;2024-02-01;Alle;10-14;;8796;0.0;0;7185;0.0
2024;4;2024-04-01;Alle;10-14;;8812;0.0;0;7185;0.0
2024;7;2024-07-01;Alle;10-14;;8834;0.0;0;7185;0.0
2024;8;2024-08-01;Alle;10-14;;8868;0.0;0;7185;0.0
2024;12;2024-12-01;Alle;10-14;1;8969;0.112;1;7185;0.112
2025;3;2025-03-01;Alle;10-14;1;8989;0.111;1;7185;0.111
2025;4;2025-04-01;Alle;10-14;;9013;0.0;0;7185;0.0
2025;7;2025-07-01;Alle;10-14;;9110;0.0;0;7185;0.0
2012;3;2012-03-01;Alle;100+;1;74;13.514;1;72;13.514
2012;7;2012-07-01;Alle;100+;1;77;12.987;1;72;12.987
2012;8;2012-08-01;Alle;100+;3;80;37.736;3;72;37.736
2012;9;2012-09-01;Alle;100+;4;80;50.314;4;72;50.314
2012;11;2012-11-01;Alle;100+;;80;0.0;0;72;0.0
2013;7;2013-07-01;Alle;100+;1;87;11.561;1;72;11.561
2013;11;2013-11-01;Alle;100+;3;87;34.682;2;72;34.682
2013;12;2013-12-01;Alle;100+;2;86;23.392;2;72;23.392
2014;6;2014-06-01;Alle;100+;1;88;11.364;1;72;11.364
2015;1;2015-01-01;Alle;100+;1;85;11.834;1;72;11.834
2015;2;2015-02-01;Alle;100+;6;86;70.175;5;72;70.175
2015;12;2015-12-01;Alle;100+;2;90;22.222;2;72;22.222
2016;2;2016-02-01;Alle;100+;3;90;33.52;2;72;33.52
2016;4;2016-04-01;Alle;100+;7;85;82.84;6;72;82.84
2016;5;2016-05-01;Alle;100+;2;82;24.54;2;72;24.54
2017;1;2017-01-01;Alle;100+;3;84;35.714;3;72;35.714
2017;2;2017-02-01;Alle;100+;2;82;24.39;2;72;24.39
2017;3;2017-03-01;Alle;100+;5;82;61.35;4;72;61.35
2017;4;2017-04-01;Alle;100+;4;81;49.383;4;72;49.383
2017;8;2017-08-01;Alle;100+;5;80;62.893;5;72;62.893
2017;10;2017-10-01;Alle;100+;1;76;13.158;1;72;13.158
2018;1;2018-01-01;Alle;100+;2;77;25.974;2;72;25.974
2018;3;2018-03-01;Alle;100+;2;76;26.316;2;72;26.316
2019;3;2019-03-01;Alle;100+;5;77;65.359;5;72;65.359
2019;4;2019-04-01;Alle;100+;2;75;26.667;2;72;26.667
2019;12;2019-12-01;Alle;100+;3;74;40.541;3;72;40.541
2020;2;2020-02-01;Alle;100+;2;73;27.397;2;72;27.397
2021;1;2021-01-01;Alle;100+;3;73;41.096;3;72;41.096
2021;3;2021-03-01;Alle;100+;;72;0.0;0;72;0.0
2021;5;2021-05-01;Alle;100+;2;74;27.211;2;72;27.211
2021;9;2021-09-01;Alle;100+;3;79;37.975;3;72;37.975
2022;6;2022-06-01;Alle;100+;4;70;57.554;4;72;57.554
2022;8;2022-08-01;Alle;100+;5;69;72.993;5;72;72.993
2022;10;2022-10-01;Alle;100+;3;70;43.165;3;72;43.165
2022;11;2022-11-01;Alle;100+;1;73;13.699;1;72;13.699
2022;12;2022-12-01;Alle;100+;4;76;52.98;4;72;52.98
2023;2;2023-02-01;Alle;100+;2;82;24.39;2;72;24.39
2023;4;2023-04-01;Alle;100+;5;87;57.803;4;72;57.803
2023;5;2023-05-01;Alle;100+;1;88;11.429;1;72;11.429
2023;6;2023-06-01;Alle;100+;4;89;45.198;3;72;45.198
2023;7;2023-07-01;Alle;100+;2;88;22.727;2;72;22.727
2023;9;2023-09-01;Alle;100+;1;93;10.753;1;72;10.753
2024;2;2024-02-01;Alle;100+;2;90;22.222;2;72;22.222
2024;8;2024-08-01;Alle;100+;8;96;83.333;6;72;83.333
2024;10;2024-10-01;Alle;100+;6;86;70.175;5;72;70.175
2025;6;2025-06-01;Alle;100+;2;85;23.529;2;72;23.529
2025;8;2025-08-01;Alle;100+;2;88;22.857;2;72;22.857
2012;2;2012-02-01;Alle;15-19;;8152;0.0;0;8196;0.0
2012;4;2012-04-01;Alle;15-19;;8060;0.0;0;8196;0.0
2012;7;2012-07-01;Alle;15-19;1;8025;0.125;1;8196;0.125
2012;8;2012-08-01;Alle;15-19;;8025;0.0;0;8196;0.0
2013;2;2013-02-01;Alle;15-19;;8004;0.0;0;8196;0.0
2013;5;2013-05-01;Alle;15-19;;7912;0.0;0;8196;0.0
2013;10;2013-10-01;Alle;15-19;;7943;0.0;0;8196;0.0
2014;1;2014-01-01;Alle;15-19;;7973;0.0;0;8196;0.0
2014;7;2014-07-01;Alle;15-19;;7897;0.0;0;8196;0.0
2014;9;2014-09-01;Alle;15-19;;7896;0.0;0;8196;0.0
2015;3;2015-03-01;Alle;15-19;;7913;0.0;0;8196;0.0
2015;9;2015-09-01;Alle;15-19;;7934;0.0;0;8196;0.0
2015;11;2015-11-01;Alle;15-19;;7949;0.0;0;8196;0.0
2015;12;2015-12-01;Alle;15-19;;7961;0.0;0;8196;0.0
2016;3;2016-03-01;Alle;15-19;;7951;0.0;0;8196;0.0
2016;5;2016-05-01;Alle;15-19;;7907;0.0;0;8196;0.0
2016;7;2016-07-01;Alle;15-19;;7825;0.0;0;8196;0.0
2016;9;2016-09-01;Alle;15-19;1;7879;0.127;1;8196;0.127
2017;6;2017-06-01;Alle;15-19;1;7790;0.128;1;8196;0.128
2017;9;2017-09-01;Alle;15-19;;7831;0.0;0;8196;0.0
2017;10;2017-10-01;Alle;15-19;;7854;0.0;0;8196;0.0
2017;12;2017-12-01;Alle;15-19;;7879;0.0;0;8196;0.0
2018;4;2018-04-01;Alle;15-19;;7764;0.0;0;8196;0.0
2018;8;2018-08-01;Alle;15-19;;7728;0.0;0;8196;0.0
2019;8;2019-08-01;Alle;15-19;;7592;0.0;0;8196;0.0
