Jahr;Monat;Jahr und Monat;Geschlecht;Altersgruppe;Anzahl Verstorbene;Mittlere Bevölkerung;Rohe Sterbeziffer pro 1000 Einwohner;Erwartete Anzahl Verstorbene;Mittlere Referenzbevölkerung;Standardisierte Sterberate
2013;11;2013-11-01;Männer;30-34;;8361;0.0;0;7998;0.0
2013;12;2013-12-01;Männer;30-34;;8339;0.0;0;7998;0.0
2014;6;2014-06-01;Männer;30-34;;8402;0.0;0;7998;0.0
2015;3;2015-03-01;Männer;30-34;;8586;0.0;0;7998;0.0
2015;5;2015-05-01;Männer;30-34;;8577;0.0;0;7998;0.0
2015;10;2015-10-01;Männer;30-34;1;8563;0.117;1;7998;0.117
2016;1;2016-01-01;Männer;30-34;;8493;0.0;0;7998;0.0
2016;5;2016-05-01;Männer;30-34;1;8520;0.117;1;7998;0.117
2016;7;2016-07-01;Männer;30-34;;8538;0.0;0;7998;0.0
2016;8;2016-08-01;Männer;30-34;;8536;0.0;0;7998;0.0
2016;9;2016-09-01;Männer;30-34;;8534;0.0;0;7998;0.0
2016;10;2016-10-01;Männer;30-34;1;8528;0.117;1;7998;0.117
2017;4;2017-04-01;Männer;30-34;;8517;0.0;0;7998;0.0
2018;4;2018-04-01;Männer;30-34;;8644;0.0;0;7998;0.0
2018;8;2018-08-01;Männer;30-34;;8635;0.0;0;7998;0.0
2018;10;2018-10-01;Männer;30-34;;8698;0.0;0;7998;0.0
2019;4;2019-04-01;Männer;30-34;;8630;0.0;0;7998;0.0
2019;9;2019-09-01;Männer;30-34;;8660;0.0;0;7998;0.0
2019;10;2019-10-01;Männer;30-34;1;8670;0.115;1;7998;0.115
2020;1;2020-01-01;Männer;30-34;;8667;0.0;0;7998;0.0
2020;5;2020-05-01;Männer;30-34;;8754;0.0;0;7998;0.0
2020;9;2020-09-01;Männer;30-34;;8797;0.0;0;7998;0.0
2020;10;2020-10-01;Männer;30-34;;8812;0.0;0;7998;0.0
2020;11;2020-11-01;Männer;30-34;;8812;0.0;0;7998;0.0
2020;12;2020-12-01;Männer;30-34;;8807;0.0;0;7998;0.0
2021;4;2021-04-01;Männer;30-34;2;8763;0.228;2;7998;0.228
2021;5;2021-05-01;Männer;30-34;1;8746;0.114;1;7998;0.114
2021;8;2021-08-01;Männer;30-34;;8706;0.0;0;7998;0.0
2021;10;2021-10-01;Männer;30-34;;8714;0.0;0;7998;0.0
2021;12;2021-12-01;Männer;30-34;;8740;0.0;0;7998;0.0
2022;1;2022-01-01;Männer;30-34;3;8735;0.343;3;7998;0.343
2022;4;2022-04-01;Männer;30-34;;8806;0.0;0;7998;0.0
2022;5;2022-05-01;Männer;30-34;1;8800;0.114;1;7998;0.114
2023;1;2023-01-01;Männer;30-34;;8946;0.0;0;7998;0.0
2023;2;2023-02-01;Männer;30-34;;8955;0.0;0;7998;0.0
2023;6;2023-06-01;Männer;30-34;;8960;0.0;0;7998;0.0
2023;9;2023-09-01;Männer;30-34;;8997;0.0;0;7998;0.0
2023;10;2023-10-01;Männer;30-34;;9009;0.0;0;7998;0.0
2023;11;2023-11-01;Männer;30-34;;9031;0.0;0;7998;0.0
2024;1;2024-01-01;Männer;30-34;;9010;0.0;0;7998;0.0
2024;3;2024-03-01;Männer;30-34;1;9059;0.11;1;7998;0.11
2024;6;2024-06-01;Männer;30-34;2;9073;0.22;2;7998;0.22
2024;7;2024-07-01;Männer;30-34;1;9046;0.111;1;7998;0.111
2024;9;2024-09-01;Männer;30-34;1;9029;0.111;1;7998;0.111
2024;10;2024-10-01;Männer;30-34;2;9052;0.221;2;7998;0.221
2024;11;2024-11-01;Männer;30-34;;9052;0.0;0;7998;0.0
2024;12;2024-12-01;Männer;30-34;;9064;0.0;0;7998;0.0
2025;5;2025-05-01;Männer;30-34;;9086;0.0;0;7998;0.0
2025;6;2025-06-01;Männer;30-34;1;9086;0.11;1;7998;0.11
2025;9;2025-09-01;Männer;30-34;;9055;0.0;0;7998;0.0
2012;1;2012-01-01;Männer;35-39;1;7059;0.142;1;7059;0.142
2012;2;2012-02-01;Männer;35-39;1;7099;0.141;1;7059;0.141
2012;3;2012-03-01;Männer;35-39;1;7117;0.141;1;7059;0.141
2012;12;2012-12-01;Männer;35-39;;7198;0.0;0;7059;0.0
2013;4;2013-04-01;Männer;35-39;2;7318;0.273;2;7059;0.273
2013;5;2013-05-01;Männer;35-39;;7363;0.0;0;7059;0.0
2013;6;2013-06-01;Männer;35-39;1;7412;0.135;1;7059;0.135
2013;11;2013-11-01;Männer;35-39;;7526;0.0;0;7059;0.0
2013;12;2013-12-01;Männer;35-39;;7510;0.0;0;7059;0.0
2014;1;2014-01-01;Männer;35-39;3;7520;0.399;3;7059;0.399
2014;2;2014-02-01;Männer;35-39;;7527;0.0;0;7059;0.0
2014;4;2014-04-01;Männer;35-39;1;7521;0.133;1;7059;0.133
2014;7;2014-07-01;Männer;35-39;1;7546;0.133;1;7059;0.133
2014;8;2014-08-01;Männer;35-39;;7570;0.0;0;7059;0.0
2015;7;2015-07-01;Männer;35-39;1;7675;0.13;1;7059;0.13
2015;8;2015-08-01;Männer;35-39;;7679;0.0;0;7059;0.0
2015;10;2015-10-01;Männer;35-39;;7707;0.0;0;7059;0.0
2016;1;2016-01-01;Männer;35-39;1;7774;0.129;1;7059;0.129
2016;4;2016-04-01;Männer;35-39;;7809;0.0;0;7059;0.0
2016;8;2016-08-01;Männer;35-39;;7877;0.0;0;7059;0.0
2016;9;2016-09-01;Männer;35-39;;7917;0.0;0;7059;0.0
2016;12;2016-12-01;Männer;35-39;2;7882;0.254;2;7059;0.254
2017;2;2017-02-01;Männer;35-39;;7889;0.0;0;7059;0.0
2017;3;2017-03-01;Männer;35-39;2;7892;0.253;2;7059;0.253
2017;4;2017-04-01;Männer;35-39;;7901;0.0;0;7059;0.0
2017;8;2017-08-01;Männer;35-39;;7997;0.0;0;7059;0.0
2017;11;2017-11-01;Männer;35-39;1;8065;0.124;1;7059;0.124
2018;2;2018-02-01;Männer;35-39;;8121;0.0;0;7059;0.0
2018;4;2018-04-01;Männer;35-39;1;8160;0.123;1;7059;0.123
2018;7;2018-07-01;Männer;35-39;;8183;0.0;0;7059;0.0
2019;2;2019-02-01;Männer;35-39;1;8294;0.121;1;7059;0.121
2019;5;2019-05-01;Männer;35-39;;8317;0.0;0;7059;0.0
2019;6;2019-06-01;Männer;35-39;;8343;0.0;0;7059;0.0
2020;1;2020-01-01;Männer;35-39;;8416;0.0;0;7059;0.0
2020;4;2020-04-01;Männer;35-39;;8452;0.0;0;7059;0.0
2020;5;2020-05-01;Männer;35-39;;8464;0.0;0;7059;0.0
2020;8;2020-08-01;Männer;35-39;1;8453;0.118;1;7059;0.118
2020;11;2020-11-01;Männer;35-39;;8470;0.0;0;7059;0.0
2021;5;2021-05-01;Männer;35-39;;8410;0.0;0;7059;0.0
2021;7;2021-07-01;Männer;35-39;1;8403;0.119;1;7059;0.119
2021;8;2021-08-01;Männer;35-39;1;8378;0.119;1;7059;0.119
2021;10;2021-10-01;Männer;35-39;1;8365;0.12;1;7059;0.12
2021;12;2021-12-01;Männer;35-39;;8398;0.0;0;7059;0.0
2022;1;2022-01-01;Männer;35-39;1;8405;0.119;1;7059;0.119
2022;2;2022-02-01;Männer;35-39;1;8399;0.119;1;7059;0.119
2022;3;2022-03-01;Männer;35-39;1;8406;0.119;1;7059;0.119
2022;11;2022-11-01;Männer;35-39;1;8488;0.118;1;7059;0.118
2023;2;2023-02-01;Männer;35-39;;8538;0.0;0;7059;0.0
2023;3;2023-03-01;Männer;35-39;;8552;0.0;0;7059;0.0
2023;6;2023-06-01;Männer;35-39;;8615;0.0;0;7059;0.0
2023;8;2023-08-01;Männer;35-39;;8592;0.0;0;7059;0.0
2024;1;2024-01-01;Männer;35-39;;8616;0.0;0;7059;0.0
2024;4;2024-04-01;Männer;35-39;2;8688;0.23;2;7059;0.23
2024;5;2024-05-01;Männer;35-39;1;8688;0.115;1;7059;0.115
2024;7;2024-07-01;Männer;35-39;;8705;0.0;0;7059;0.0
2024;11;2024-11-01;Männer;35-39;1;8694;0.115;1;7059;0.115
2025;4;2025-04-01;Männer;35-39;1;8769;0.114;1;7059;0.114
2025;5;2025-05-01;Männer;35-39;1;8788;0.114;1;7059;0.114
2025;7;2025-07-01;Männer;35-39;3;8829;0.34;2;7059;0.34
2012;2;2012-02-01;Männer;40-44;2;6945;0.288;2;6945;0.288
2012;3;2012-03-01;Männer;40-44;;6942;0.0;0;6945;0.0
2012;4;2012-04-01;Männer;40-44;1;6937;0.144;1;6945;0.144
2012;6;2012-06-01;Männer;40-44;1;6916;0.145;1;6945;0.145
2012;9;2012-09-01;Männer;40-44;;6846;0.0;0;6945;0.0
2012;10;2012-10-01;Männer;40-44;2;6830;0.293;2;6945;0.293
2013;8;2013-08-01;Männer;40-44;2;6808;0.294;2;6945;0.294
2014;3;2014-03-01;Männer;40-44;1;6794;0.147;1;6945;0.147
2014;6;2014-06-01;Männer;40-44;;6816;0.0;0;6945;0.0
2014;9;2014-09-01;Männer;40-44;;6769;0.0;0;6945;0.0
2014;10;2014-10-01;Männer;40-44;1;6784;0.147;1;6945;0.147
2015;5;2015-05-01;Männer;40-44;2;6754;0.296;2;6945;0.296
2015;6;2015-06-01;Männer;40-44;;6738;0.0;0;6945;0.0
2015;7;2015-07-01;Männer;40-44;1;6737;0.148;1;6945;0.148
2015;8;2015-08-01;Männer;40-44;2;6757;0.296;2;6945;0.296
2015;11;2015-11-01;Männer;40-44;;6758;0.0;0;6945;0.0
2016;4;2016-04-01;Männer;40-44;1;6785;0.147;1;6945;0.147
2016;5;2016-05-01;Männer;40-44;;6791;0.0;0;6945;0.0
2017;1;2017-01-01;Männer;40-44;;6879;0.0;0;6945;0.0
2017;3;2017-03-01;Männer;40-44;1;6924;0.144;1;6945;0.144
2017;11;2017-11-01;Männer;40-44;;7036;0.0;0;6945;0.0
2018;3;2018-03-01;Männer;40-44;;7121;0.0;0;6945;0.0
2019;5;2019-05-01;Männer;40-44;;7246;0.0;0;6945;0.0
2019;11;2019-11-01;Männer;40-44;1;7274;0.137;1;6945;0.137
2020;2;2020-02-01;Männer;40-44;;7321;0.0;0;6945;0.0
2020;6;2020-06-01;Männer;40-44;1;7404;0.135;1;6945;0.135
2020;7;2020-07-01;Männer;40-44;;7416;0.0;0;6945;0.0
2020;12;2020-12-01;Männer;40-44;3;7500;0.4;3;6945;0.4
2021;2;2021-02-01;Männer;40-44;;7545;0.0;0;6945;0.0
2021;7;2021-07-01;Männer;40-44;;7541;0.0;0;6945;0.0
2022;1;2022-01-01;Männer;40-44;1;7584;0.132;1;6945;0.132
2022;2;2022-02-01;Männer;40-44;;7582;0.0;0;6945;0.0
2022;5;2022-05-01;Männer;40-44;;7674;0.0;0;6945;0.0
2022;6;2022-06-01;Männer;40-44;;7705;0.0;0;6945;0.0
2022;8;2022-08-01;Männer;40-44;2;7742;0.258;2;6945;0.258
2023;3;2023-03-01;Männer;40-44;1;7887;0.127;1;6945;0.127
2023;7;2023-07-01;Männer;40-44;1;7922;0.126;1;6945;0.126
2023;8;2023-08-01;Männer;40-44;;7949;0.0;0;6945;0.0
2023;10;2023-10-01;Männer;40-44;;7987;0.0;0;6945;0.0
2023;11;2023-11-01;Männer;40-44;;7999;0.0;0;6945;0.0
2023;12;2023-12-01;Männer;40-44;1;7997;0.125;1;6945;0.125
2024;1;2024-01-01;Männer;40-44;1;7992;0.125;1;6945;0.125
2024;3;2024-03-01;Männer;40-44;;8069;0.0;0;6945;0.0
2024;11;2024-11-01;Männer;40-44;;8220;0.0;0;6945;0.0
2025;3;2025-03-01;Männer;40-44;2;8241;0.243;2;6945;0.243
2025;7;2025-07-01;Männer;40-44;;8304;0.0;0;6945;0.0
2025;8;2025-08-01;Männer;40-44;1;8325;0.12;1;6945;0.12
2012;3;2012-03-01;Männer;45-49;3;7602;0.395;3;7622;0.395
2013;1;2013-01-01;Männer;45-49;2;7548;0.265;2;7622;0.265
2013;4;2013-04-01;Männer;45-49;1;7570;0.132;1;7622;0.132
2014;1;2014-01-01;Männer;45-49;4;7416;0.539;4;7622;0.539
2014;2;2014-02-01;Männer;45-49;3;7388;0.406;3;7622;0.406
2014;6;2014-06-01;Männer;45-49;2;7333;0.273;2;7622;0.273
2014;8;2014-08-01;Männer;45-49;;7365;0.0;0;7622;0.0
2014;10;2014-10-01;Männer;45-49;;7381;0.0;0;7622;0.0
2015;6;2015-06-01;Männer;45-49;;7248;0.0;0;7622;0.0
2015;8;2015-08-01;Männer;45-49;3;7191;0.417;3;7622;0.417
2015;11;2015-11-01;Männer;45-49;1;7138;0.14;1;7622;0.14
2015;12;2015-12-01;Männer;45-49;;7140;0.0;0;7622;0.0
2016;1;2016-01-01;Männer;45-49;1;7135;0.14;1;7622;0.14
2016;5;2016-05-01;Männer;45-49;;7094;0.0;0;7622;0.0
2016;9;2016-09-01;Männer;45-49;;7016;0.0;0;7622;0.0
2016;11;2016-11-01;Männer;45-49;1;6959;0.144;1;7622;0.144
2017;4;2017-04-01;Männer;45-49;;6913;0.0;0;7622;0.0
2017;10;2017-10-01;Männer;45-49;1;6798;0.147;1;7622;0.147
2017;12;2017-12-01;Männer;45-49;;6761;0.0;0;7622;0.0
2018;9;2018-09-01;Männer;45-49;;6670;0.0;0;7622;0.0
2018;10;2018-10-01;Männer;45-49;1;6648;0.15;1;7622;0.15
2018;12;2018-12-01;Männer;45-49;6;6613;0.907;7;7622;0.907
2019;1;2019-01-01;Männer;45-49;;6587;0.0;0;7622;0.0
2019;4;2019-04-01;Männer;45-49;1;6589;0.152;1;7622;0.152
2019;5;2019-05-01;Männer;45-49;2;6591;0.303;2;7622;0.303
2019;12;2019-12-01;Männer;45-49;;6572;0.0;0;7622;0.0
2020;2;2020-02-01;Männer;45-49;;6640;0.0;0;7622;0.0
2020;4;2020-04-01;Männer;45-49;1;6652;0.15;1;7622;0.15
2020;6;2020-06-01;Männer;45-49;;6638;0.0;0;7622;0.0
2020;8;2020-08-01;Männer;45-49;3;6647;0.451;3;7622;0.451
2021;5;2021-05-01;Männer;45-49;3;6705;0.447;3;7622;0.447
2021;9;2021-09-01;Männer;45-49;1;6675;0.15;1;7622;0.15
2021;12;2021-12-01;Männer;45-49;1;6712;0.149;1;7622;0.149
2022;3;2022-03-01;Männer;45-49;1;6753;0.148;1;7622;0.148
2022;5;2022-05-01;Männer;45-49;3;6765;0.443;3;7622;0.443
2022;6;2022-06-01;Männer;45-49;2;6760;0.296;2;7622;0.296
2022;8;2022-08-01;Männer;45-49;1;6747;0.148;1;7622;0.148
2022;11;2022-11-01;Männer;45-49;;6783;0.0;0;7622;0.0
2023;2;2023-02-01;Männer;45-49;1;6821;0.147;1;7622;0.147
2023;4;2023-04-01;Männer;45-49;1;6876;0.145;1;7622;0.145
2023;7;2023-07-01;Männer;45-49;;6925;0.0;0;7622;0.0
2023;8;2023-08-01;Männer;45-49;1;6955;0.144;1;7622;0.144
2023;10;2023-10-01;Männer;45-49;1;7011;0.143;1;7622;0.143
2024;1;2024-01-01;Männer;45-49;2;7031;0.284;2;7622;0.284
2024;8;2024-08-01;Männer;45-49;3;7030;0.427;3;7622;0.427
2024;9;2024-09-01;Männer;45-49;1;7045;0.142;1;7622;0.142
2024;10;2024-10-01;Männer;45-49;;7067;0.0;0;7622;0.0
2024;11;2024-11-01;Männer;45-49;;7053;0.0;0;7622;0.0
2025;1;2025-01-01;Männer;45-49;1;7061;0.142;1;7622;0.142
2025;5;2025-05-01;Männer;45-49;1;7143;0.14;1;7622;0.14
2025;6;2025-06-01;Männer;45-49;1;7178;0.139;1;7622;0.139
2025;8;2025-08-01;Männer;45-49;1;7224;0.138;1;7622;0.138
2025;9;2025-09-01;Männer;45-49;3;7218;0.416;3;7622;0.416
2025;10;2025-10-01;Männer;45-49;;7220;0.0;0;7622;0.0
2012;2;2012-02-01;Männer;5-9;;3813;0.0;0;3803;0.0
2012;5;2012-05-01;Männer;5-9;;3810;0.0;0;3803;0.0
2012;6;2012-06-01;Männer;5-9;;3813;0.0;0;3803;0.0
2012;7;2012-07-01;Männer;5-9;;3817;0.0;0;3803;0.0
2012;11;2012-11-01;Männer;5-9;;3868;0.0;0;3803;0.0
2012;12;2012-12-01;Männer;5-9;;3892;0.0;0;3803;0.0
2013;2;2013-02-01;Männer;5-9;;3923;0.0;0;3803;0.0
2013;3;2013-03-01;Männer;5-9;;3923;0.0;0;3803;0.0
2013;6;2013-06-01;Männer;5-9;;3928;0.0;0;3803;0.0
2013;7;2013-07-01;Männer;5-9;;3938;0.0;0;3803;0.0
2013;8;2013-08-01;Männer;5-9;;3949;0.0;0;3803;0.0
2013;9;2013-09-01;Männer;5-9;;3952;0.0;0;3803;0.0
2013;10;2013-10-01;Männer;5-9;;3948;0.0;0;3803;0.0
2014;2;2014-02-01;Männer;5-9;;3935;0.0;0;3803;0.0
2014;3;2014-03-01;Männer;5-9;;3940;0.0;0;3803;0.0
2014;6;2014-06-01;Männer;5-9;;3965;0.0;0;3803;0.0
2014;7;2014-07-01;Männer;5-9;;3978;0.0;0;3803;0.0
2015;1;2015-01-01;Männer;5-9;;3993;0.0;0;3803;0.0
2015;4;2015-04-01;Männer;5-9;;4008;0.0;0;3803;0.0
2015;7;2015-07-01;Männer;5-9;;4017;0.0;0;3803;0.0
2015;9;2015-09-01;Männer;5-9;;4035;0.0;0;3803;0.0
2015;12;2015-12-01;Männer;5-9;;4084;0.0;0;3803;0.0
2016;1;2016-01-01;Männer;5-9;;4074;0.0;0;3803;0.0
2016;2;2016-02-01;Männer;5-9;;4076;0.0;0;3803;0.0
2016;8;2016-08-01;Männer;5-9;;4156;0.0;0;3803;0.0
2016;11;2016-11-01;Männer;5-9;;4188;0.0;0;3803;0.0
2017;4;2017-04-01;Männer;5-9;;4233;0.0;0;3803;0.0
2017;5;2017-05-01;Männer;5-9;;4236;0.0;0;3803;0.0
2017;10;2017-10-01;Männer;5-9;;4267;0.0;0;3803;0.0
2017;11;2017-11-01;Männer;5-9;;4260;0.0;0;3803;0.0
2017;12;2017-12-01;Männer;5-9;1;4261;0.235;1;3803;0.235
2018;2;2018-02-01;Männer;5-9;;4295;0.0;0;3803;0.0
2018;6;2018-06-01;Männer;5-9;;4392;0.0;0;3803;0.0
2018;8;2018-08-01;Männer;5-9;;4361;0.0;0;3803;0.0
2018;10;2018-10-01;Männer;5-9;;4364;0.0;0;3803;0.0
2018;12;2018-12-01;Männer;5-9;;4384;0.0;0;3803;0.0
2019;1;2019-01-01;Männer;5-9;;4410;0.0;0;3803;0.0
2019;4;2019-04-01;Männer;5-9;;4433;0.0;0;3803;0.0
2019;8;2019-08-01;Männer;5-9;;4485;0.0;0;3803;0.0
2020;2;2020-02-01;Männer;5-9;;4600;0.0;0;3803;0.0
2020;11;2020-11-01;Männer;5-9;;4627;0.0;0;3803;0.0
2021;2;2021-02-01;Männer;5-9;;4672;0.0;0;3803;0.0
2021;9;2021-09-01;Männer;5-9;;4648;0.0;0;3803;0.0
2021;10;2021-10-01;Männer;5-9;;4657;0.0;0;3803;0.0
2021;12;2021-12-01;Männer;5-9;;4685;0.0;0;3803;0.0
2022;1;2022-01-01;Männer;5-9;;4700;0.0;0;3803;0.0
2022;3;2022-03-01;Männer;5-9;;4723;0.0;0;3803;0.0
2022;5;2022-05-01;Männer;5-9;;4808;0.0;0;3803;0.0
2022;6;2022-06-01;Männer;5-9;;4824;0.0;0;3803;0.0
2023;1;2023-01-01;Männer;5-9;;4805;0.0;0;3803;0.0
2023;11;2023-11-01;Männer;5-9;;4856;0.0;0;3803;0.0
2023;12;2023-12-01;Männer;5-9;;4862;0.0;0;3803;0.0
2024;2;2024-02-01;Männer;5-9;;4831;0.0;0;3803;0.0
2024;4;2024-04-01;Männer;5-9;;4831;0.0;0;3803;0.0
2024;7;2024-07-01;Männer;5-9;;4811;0.0;0;3803;0.0
2024;9;2024-09-01;Männer;5-9;;4806;0.0;0;3803;0.0
2024;10;2024-10-01;Männer;5-9;;4803;0.0;0;3803;0.0
2025;1;2025-01-01;Männer;5-9;;4805;0.0;0;3803;0.0
2025;2;2025-02-01;Männer;5-9;;4799;0.0;0;3803;0.0
2025;7;2025-07-01;Männer;5-9;;4799;0.0;0;3803;0.0
2025;8;2025-08-01;Männer;5-9;;4807;0.0;0;3803;0.0
2025;9;2025-09-01;Männer;5-9;;4817;0.0;0;3803;0.0
2012;3;2012-03-01;Männer;50-54;3;6829;0.439;3;6791;0.439
2012;5;2012-05-01;Männer;50-54;4;6843;0.585;4;6791;0.585
2012;12;2012-12-01;Männer;50-54;1;6931;0.144;1;6791;0.144
2013;8;2013-08-01;Männer;50-54;;7020;0.0;0;6791;0.0
2013;12;2013-12-01;Männer;50-54;2;7097;0.282;2;6791;0.282
2014;1;2014-01-01;Männer;50-54;4;7103;0.563;4;6791;0.563
2014;3;2014-03-01;Männer;50-54;2;7141;0.28;2;6791;0.28
2014;7;2014-07-01;Männer;50-54;2;7242;0.276;2;6791;0.276
2014;9;2014-09-01;Männer;50-54;5;7249;0.69;5;6791;0.69
2014;12;2014-12-01;Männer;50-54;2;7318;0.273;2;6791;0.273
2015;4;2015-04-01;Männer;50-54;1;7372;0.136;1;6791;0.136
2015;7;2015-07-01;Männer;50-54;2;7371;0.271;2;6791;0.271
2015;8;2015-08-01;Männer;50-54;2;7366;0.272;2;6791;0.272
2016;2;2016-02-01;Männer;50-54;4;7351;0.544;4;6791;0.544
2016;3;2016-03-01;Männer;50-54;4;7344;0.545;4;6791;0.545
2016;7;2016-07-01;Männer;50-54;3;7391;0.406;3;6791;0.406
2016;12;2016-12-01;Männer;50-54;4;7472;0.535;4;6791;0.535
2017;1;2017-01-01;Männer;50-54;2;7454;0.268;2;6791;0.268
2017;2;2017-02-01;Männer;50-54;2;7447;0.269;2;6791;0.269
2017;4;2017-04-01;Männer;50-54;1;7422;0.135;1;6791;0.135
2017;5;2017-05-01;Männer;50-54;1;7431;0.135;1;6791;0.135
2017;8;2017-08-01;Männer;50-54;2;7418;0.27;2;6791;0.27
2017;9;2017-09-01;Männer;50-54;1;7411;0.135;1;6791;0.135
2017;12;2017-12-01;Männer;50-54;4;7386;0.542;4;6791;0.542
2018;1;2018-01-01;Männer;50-54;3;7384;0.406;3;6791;0.406
2018;4;2018-04-01;Männer;50-54;1;7413;0.135;1;6791;0.135
2018;5;2018-05-01;Männer;50-54;2;7412;0.27;2;6791;0.27
2018;7;2018-07-01;Männer;50-54;2;7354;0.272;2;6791;0.272
2018;10;2018-10-01;Männer;50-54;2;7290;0.274;2;6791;0.274
2018;12;2018-12-01;Männer;50-54;;7222;0.0;0;6791;0.0
2019;1;2019-01-01;Männer;50-54;2;7219;0.277;2;6791;0.277
2019;6;2019-06-01;Männer;50-54;1;7076;0.141;1;6791;0.141
2019;7;2019-07-01;Männer;50-54;3;7079;0.424;3;6791;0.424
2019;12;2019-12-01;Männer;50-54;6;7070;0.849;6;6791;0.849
2020;1;2020-01-01;Männer;50-54;;7078;0.0;0;6791;0.0
2020;11;2020-11-01;Männer;50-54;3;6921;0.433;3;6791;0.433
2020;12;2020-12-01;Männer;50-54;2;6923;0.289;2;6791;0.289
2021;5;2021-05-01;Männer;50-54;2;6853;0.292;2;6791;0.292
2021;8;2021-08-01;Männer;50-54;4;6787;0.589;4;6791;0.589
2021;12;2021-12-01;Männer;50-54;6;6720;0.893;6;6791;0.893
2022;1;2022-01-01;Männer;50-54;1;6712;0.149;1;6791;0.149
2022;6;2022-06-01;Männer;50-54;6;6702;0.895;6;6791;0.895
2022;8;2022-08-01;Männer;50-54;1;6653;0.15;1;6791;0.15
2022;12;2022-12-01;Männer;50-54;2;6604;0.303;2;6791;0.303
2023;1;2023-01-01;Männer;50-54;4;6607;0.605;4;6791;0.605
2023;2;2023-02-01;Männer;50-54;5;6604;0.757;5;6791;0.757
2023;6;2023-06-01;Männer;50-54;4;6517;0.614;4;6791;0.614
2023;7;2023-07-01;Männer;50-54;1;6510;0.154;1;6791;0.154
2023;10;2023-10-01;Männer;50-54;;6489;0.0;0;6791;0.0
2023;12;2023-12-01;Männer;50-54;;6448;0.0;0;6791;0.0
2024;2;2024-02-01;Männer;50-54;1;6423;0.156;1;6791;0.156
2024;5;2024-05-01;Männer;50-54;4;6455;0.62;4;6791;0.62
2024;6;2024-06-01;Männer;50-54;2;6450;0.31;2;6791;0.31
2024;9;2024-09-01;Männer;50-54;2;6421;0.312;2;6791;0.312
2025;8;2025-08-01;Männer;50-54;2;6449;0.31;2;6791;0.31
2012;2;2012-02-01;Männer;55-59;3;5913;0.507;3;5898;0.507
2012;4;2012-04-01;Männer;55-59;2;5939;0.337;2;5898;0.337
2012;5;2012-05-01;Männer;55-59;3;5959;0.503;3;5898;0.503
2012;9;2012-09-01;Männer;55-59;4;5977;0.669;4;5898;0.669
2013;2;2013-02-01;Männer;55-59;3;5969;0.503;3;5898;0.503
2013;7;2013-07-01;Männer;55-59;4;6003;0.666;4;5898;0.666
2013;9;2013-09-01;Männer;55-59;3;6007;0.499;3;5898;0.499
2014;2;2014-02-01;Männer;55-59;3;6081;0.493;3;5898;0.493
2014;3;2014-03-01;Männer;55-59;7;6073;1.153;7;5898;1.153
2014;5;2014-05-01;Männer;55-59;4;6082;0.658;4;5898;0.658
2014;6;2014-06-01;Männer;55-59;2;6099;0.328;2;5898;0.328
2014;7;2014-07-01;Männer;55-59;3;6093;0.492;3;5898;0.492
2014;9;2014-09-01;Männer;55-59;3;6119;0.49;3;5898;0.49
2014;10;2014-10-01;Männer;55-59;2;6130;0.326;2;5898;0.326
2015;4;2015-04-01;Männer;55-59;3;6243;0.481;3;5898;0.481
2015;7;2015-07-01;Männer;55-59;2;6332;0.316;2;5898;0.316
2015;8;2015-08-01;Männer;55-59;3;6369;0.471;3;5898;0.471
2016;4;2016-04-01;Männer;55-59;;6470;0.0;0;5898;0.0
2016;6;2016-06-01;Männer;55-59;4;6518;0.614;4;5898;0.614
2016;8;2016-08-01;Männer;55-59;4;6484;0.617;4;5898;0.617
2016;11;2016-11-01;Männer;55-59;2;6487;0.308;2;5898;0.308
2017;8;2017-08-01;Männer;55-59;3;6562;0.457;3;5898;0.457
2017;12;2017-12-01;Männer;55-59;4;6637;0.603;4;5898;0.603
2018;2;2018-02-01;Männer;55-59;3;6640;0.452;3;5898;0.452
2018;5;2018-05-01;Männer;55-59;4;6662;0.6;4;5898;0.6
2018;8;2018-08-01;Männer;55-59;3;6715;0.447;3;5898;0.447
2018;9;2018-09-01;Männer;55-59;2;6735;0.297;2;5898;0.297
2018;12;2018-12-01;Männer;55-59;4;6801;0.588;3;5898;0.588
2019;12;2019-12-01;Männer;55-59;6;6922;0.867;5;5898;0.867
2020;1;2020-01-01;Männer;55-59;3;6942;0.432;3;5898;0.432
2020;2;2020-02-01;Männer;55-59;4;6956;0.575;3;5898;0.575
2020;3;2020-03-01;Männer;55-59;2;6973;0.287;2;5898;0.287
2020;7;2020-07-01;Männer;55-59;1;6973;0.143;1;5898;0.143
2020;8;2020-08-01;Männer;55-59;7;6975;1.004;6;5898;1.004
2020;9;2020-09-01;Männer;55-59;2;6993;0.286;2;5898;0.286
2021;9;2021-09-01;Männer;55-59;3;7012;0.428;3;5898;0.428
2021;11;2021-11-01;Männer;55-59;1;7026;0.142;1;5898;0.142
2021;12;2021-12-01;Männer;55-59;7;7021;0.997;6;5898;0.997
2022;7;2022-07-01;Männer;55-59;2;6978;0.287;2;5898;0.287
2022;11;2022-11-01;Männer;55-59;4;6983;0.573;3;5898;0.573
2023;1;2023-01-01;Männer;55-59;2;6982;0.286;2;5898;0.286
2023;3;2023-03-01;Männer;55-59;3;6975;0.43;3;5898;0.43
